source,job_title,company_name,job_location,job_type,category,salary_min,salary_max,salary_avg,salary_range,salary_currency,experience_required,education_required,skills_required,job_description
CamHR,F&B Attendant,Shinta Mani,Phnom Penh,Freelance,Hospitality & Tourism,305.85,3695.85,2000.85,3390,USD,1,high school,opera pms; english; customer service,"We are looking for a talented F&B Attendant to join our team at Shinta Mani. The candidate will be responsible for contributing to our hospitality & tourism operations in Phnom Penh. Required skills include: opera pms, english, customer service. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,Seed Technician,Agrostar,Battambang,Part-time,Agriculture & Farming,,,,,,1,high school,physical fitness; khmer,"We are looking for a talented Seed Technician to join our team at Agrostar. The candidate will be responsible for contributing to our agriculture & farming operations in Battambang. Required skills include: physical fitness, khmer. Minimum 1 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
Khmer24,It Support Officer,Mango Tango,Phnom Penh,Full-time,Technology & It,,,,,,1,master,javascript; docker; linux; node.js; mysql; mongodb; sql; aws,"We are looking for a talented IT Support Officer to join our team at Mango Tango. The candidate will be responsible for contributing to our technology & it operations in Phnom Penh. Required skills include: javascript, docker, linux. Minimum 1 year(s) of relevant experience required. Education: Master degree or equivalent preferred."
BongThom,Recruiter,Adecco Cambodia,Kampong Cham,Contract,Human Resources,342,3685,2013.5,3343,USD,2,bachelor,english; recruitment; training; khmer; communication; conflict resolution; payroll; hris,"We are looking for a talented Recruiter to join our team at Adecco Cambodia. The candidate will be responsible for contributing to our human resources operations in Kampong Cham. Required skills include: english, recruitment, training. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Investment Analyst,Acleda Bank,Siem Reap,Full-time,Banking & Finance,322,5458,2890,5136,USD,2,bachelor,english; excel; bloomberg; credit analysis; customer service; khmer; financial modeling,"We are looking for a talented Investment Analyst to join our team at ACLEDA Bank. The candidate will be responsible for contributing to our banking & finance operations in Siem Reap. Required skills include: english, excel, bloomberg. Minimum 2 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
CamHR,Live Chat Agent,Cambodia Airways,Siem Reap,Part-time,Customer Service,199,799,499,600,USD,0,high school,problem solving; customer service,"We are looking for a talented Live Chat Agent to join our team at Cambodia Airways. The candidate will be responsible for contributing to our customer service operations in Siem Reap. Required skills include: problem solving, customer service. No experience required — training provided. Education: High School degree or equivalent preferred."
Khmer24,Waiter/Waitress,Lot 369,Kampong Cham,Full-time,Food & Beverage,,,,,,4,high school,english; barista skills,"We are looking for a talented Waiter/Waitress to join our team at Lot 369. The candidate will be responsible for contributing to our food & beverage operations in Kampong Cham. Required skills include: english, barista skills. Minimum 4 year(s) of relevant experience required. Education: High School degree or equivalent preferred."
CamHR,Agribusiness Manager,Tonle Sap Agri,Phnom Penh,Full-time,Agriculture & Farming,155,1212,683.5,1057,USD,0,high school,khmer; report writing; physical fitness; agribusiness; teamwork; pest control,"We are looking for a talented Agribusiness Manager to join our team at Tonle Sap Agri. The candidate will be responsible for contributing to our agriculture & farming operations in Phnom Penh. Required skills include: khmer, report writing, physical fitness. No experience required — training provided. Education: High School degree or equivalent preferred."
CamHR,Customer Service Representative,Smart Axiata,Kampong Cham,Contract,Customer Service,,,,,,3,bachelor,english; data entry; khmer; crm; customer service; communication,"We are looking for a talented Customer Service Representative to join our team at Smart Axiata. The candidate will be responsible for contributing to our customer service operations in Kampong Cham. Required skills include: english, data entry, khmer. Minimum 3 year(s) of relevant experience required. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Restaurant Manager,Ihg Hotels,Phnom Penh,Full-time,Hospitality & Tourism,190,3257,1723.5,3067,USD,0,bachelor,communication; chinese; f&b service; hotel management; customer service; khmer,"We are looking for a talented Restaurant Manager to join our team at IHG Hotels. The candidate will be responsible for contributing to our hospitality & tourism operations in Phnom Penh. Required skills include: communication, chinese, f&b service. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Travel Consultant,Amansara,Kampot,Full-time,Hospitality & Tourism,201.71,2426.83,1314.27,2225.12,USD,0,none,teamwork; english; opera pms; f&b service; communication; customer service; khmer,"We are looking for a talented Travel Consultant to join our team at Amansara. The candidate will be responsible for contributing to our hospitality & tourism operations in Kampot. Required skills include: teamwork, english, opera pms. No experience required — training provided. Education: None degree or equivalent preferred."
Khmer24,Civil Engineer,Prince Real Estate,Phnom Penh,Internship,Construction & Engineering,462,4401,2431.5,3939,USD,0,bachelor,structural analysis; autocad; project management; concrete design; surveying; safety management; ms project,"We are looking for a talented Civil Engineer to join our team at Prince Real Estate. The candidate will be responsible for contributing to our construction & engineering operations in Phnom Penh. This is an internship opportunity suitable for fresh graduates. Required skills include: structural analysis, autocad, project management. No experience required — training provided. Education: Bachelor degree or equivalent preferred."
KhmerOnline,Sewing Machine Operator,Pacific Textiles,Kampong Cham,Full-time,Garment & Textile,152,466,309,314,USD,1,none,pattern making; quality inspection; machine operation; khmer; teamwork; sewing; physical fitness,"We are looking for a talented Sewing Machine Operator to join our team at Pacific Textiles. The candidate will be responsible for contributing to our garment & textile operations in Kampong Cham. Required skills include: pattern making, quality inspection, machine operation. Minimum 1 year(s) of relevant experience required. Education: None degree or equivalent preferred."
BongThom,Facility Manager,Cleanpro Cambodia,Kampong Cham,Full-time,Cleaning & Maintenance,,,,,,2,none,khmer; cleaning techniques; equipment operation,"We are looking for a talented Facility Manager to join our team at CleanPro Cambodia. The candidate will be responsible for contributing to our cleaning & maintenance operations in Kampong Cham. Required skills include: khmer, cleaning techniques, equipment operation. Minimum 2 year(s) of relevant experience required. Education: None degree or equivalent preferred."
